wall_time,step,value
1768567715.3264766,101,13.47500228881836
1768567715.4741378,102,11.980487823486328
1768567715.621834,103,10.113865852355957
1768567715.7683198,104,9.006770133972168
1768567715.9143193,105,8.332350730895996
1768567716.0599236,106,7.893125534057617
1768567716.2048266,107,8.505593299865723
1768567716.3502254,108,8.212013244628906
1768567716.4954913,109,7.738996982574463
1768567716.6408243,110,7.9278740882873535
1768567719.0681212,111,8.24264144897461
1768567719.2154684,112,7.912369251251221
1768567719.362121,113,7.6538286209106445
1768567719.5072386,114,7.978177070617676
1768567719.6539538,115,7.994907379150391
1768567719.7987494,116,7.590456008911133
1768567719.9462242,117,7.726763725280762
1768567720.0918162,118,7.831063270568848
1768567720.2373502,119,7.826888084411621
1768567720.3818693,120,7.70821475982666
1768567722.7877922,121,7.594751358032227
1768567722.9336307,122,7.664569854736328
1768567723.0789027,123,7.835361957550049
1768567723.2254894,124,7.583678245544434
1768567723.3712935,125,7.860714912414551
1768567723.5162063,126,7.500125885009766
1768567723.6620598,127,7.722735404968262
1768567723.8097515,128,7.567140102386475
1768567723.9577048,129,7.765961647033691
1768567724.1026716,130,7.464041709899902
1768567726.5082026,131,7.816315650939941
1768567726.6536942,132,7.620601654052734
1768567726.7994533,133,7.658130645751953
1768567726.9467382,134,7.875701904296875
1768567727.0915265,135,7.6640625
1768567727.2366035,136,7.792067050933838
1768567727.3814878,137,7.460871696472168
1768567727.526128,138,7.343663215637207
1768567727.6710804,139,7.726844310760498
1768567727.816195,140,7.630500316619873
1768567730.224335,141,7.553162574768066
1768567730.3698268,142,7.437918186187744
1768567730.516972,143,7.452510833740234
1768567730.662085,144,7.307309150695801
1768567730.8067613,145,7.7619829177856445
1768567730.9510102,146,7.3804931640625
1768567731.0962908,147,7.460885047912598
1768567731.2417696,148,7.66561222076416
1768567731.3915708,149,7.3970465660095215
1768567731.5356233,150,7.454955101013184
1768567733.9373605,151,7.356245994567871
1768567734.0823383,152,7.559261322021484
1768567734.227127,153,7.716707706451416
1768567734.37181,154,7.387017250061035
1768567734.5165412,155,7.7323384284973145
1768567734.664666,156,7.538463592529297
1768567734.8065867,157,7.297849178314209
1768567734.9512746,158,7.475379943847656
1768567735.0959687,159,7.516982555389404
1768567735.2405462,160,7.529684543609619
1768567737.6464071,161,7.444252967834473
1768567737.791316,162,7.592963218688965
1768567737.9354148,163,7.362783908843994
1768567738.0807457,164,7.383885383605957
1768567738.225902,165,7.343053817749023
1768567738.370304,166,7.448590278625488
1768567738.5150187,167,7.660306930541992
1768567738.6600337,168,7.519577980041504
1768567738.8043633,169,7.34179162979126
1768567738.9519389,170,7.381844997406006
1768567741.3648088,171,7.465786457061768
1768567741.5095673,172,7.607000827789307
1768567741.6541283,173,7.319954872131348
1768567741.7985935,174,7.336974143981934
1768567741.9435496,175,7.335337162017822
1768567742.087963,176,7.481582164764404
1768567742.2326674,177,7.2770280838012695
1768567742.3794978,178,7.691607475280762
1768567742.5239913,179,7.6393513679504395
1768567742.6701443,180,7.504891872406006
1768567745.0689347,181,7.317155838012695
1768567745.2136233,182,7.246598720550537
1768567745.3579333,183,7.567418098449707
1768567745.502811,184,7.602053642272949
1768567745.6474137,185,7.4727349281311035
1768567745.7916732,186,7.470969200134277
1768567745.9366608,187,7.461341381072998
1768567746.082298,188,7.517802715301514
1768567746.2265835,189,7.154691696166992
1768567746.3718271,190,7.314271450042725
1768567748.7684417,191,7.407430171966553
1768567748.9134085,192,7.41318941116333
1768567749.0578654,193,7.46429443359375
1768567749.202262,194,7.238929748535156
1768567749.3470306,195,7.390593528747559
1768567749.4917307,196,7.303009033203125
1768567749.635903,197,7.467355251312256
1768567749.7816231,198,7.306726455688477
1768567749.9262445,199,7.457494735717773
1768567750.0704784,200,7.285285949707031
1768567753.0135028,201,7.527218341827393
1768567753.1580687,202,7.386767387390137
1768567753.302571,203,7.293913841247559
1768567753.4475615,204,7.434808254241943
1768567753.5919068,205,7.3772149085998535
1768567753.736901,206,7.2031989097595215
1768567753.8815882,207,7.501175880432129
1768567754.0265865,208,7.313395977020264
1768567754.1711135,209,7.260411262512207
1768567754.3154714,210,7.24622106552124
1768567756.7038672,211,7.196488857269287
1768567756.8503351,212,7.253604888916016
1768567756.9953203,213,7.238020896911621
1768567757.139937,214,7.399318218231201
1768567757.2847676,215,7.407102584838867
1768567757.4291224,216,7.401477336883545
1768567757.5730152,217,7.141131401062012
1768567757.7178369,218,7.422201633453369
1768567757.8629925,219,7.09980583190918
1768567758.007643,220,7.260769844055176
1768567760.3966215,221,7.279520511627197
1768567760.5409596,222,7.075913906097412
1768567760.685636,223,7.20756196975708
1768567760.8303936,224,7.291569709777832
1768567760.9754581,225,7.082309722900391
1768567761.1210356,226,7.1480937004089355
1768567761.2652268,227,7.196151256561279
1768567761.411418,228,7.2337236404418945
1768567761.5558956,229,7.2303290367126465
1768567761.7000363,230,7.6242899894714355
1768567764.0776951,231,7.006396293640137
1768567764.2218552,232,7.187511444091797
1768567764.3658295,233,6.929018974304199
1768567764.5098567,234,7.194566249847412
1768567764.6536093,235,7.0888776779174805
1768567764.7984579,236,7.337310791015625
1768567764.9425035,237,7.112903594970703
1768567765.0863972,238,6.922629356384277
1768567765.2302978,239,7.42275333404541
1768567765.3744874,240,7.386102199554443
1768567767.7652612,241,7.098636150360107
1768567767.9099035,242,7.123221397399902
1768567768.056622,243,7.396838188171387
1768567768.201487,244,7.127138137817383
1768567768.345911,245,7.081896781921387
1768567768.4902318,246,7.1744771003723145
1768567768.6344538,247,7.239573955535889
1768567768.7786121,248,7.215860843658447
1768567768.922939,249,7.223413467407227
1768567769.067098,250,7.176560878753662
1768567771.4603417,251,7.1051344871521
1768567771.6049974,252,7.122979640960693
1768567771.7494483,253,7.118555545806885
1768567771.8932924,254,7.310873031616211
1768567772.036741,255,7.284175395965576
1768567772.1806526,256,7.265524864196777
1768567772.3247204,257,7.126502513885498
1768567772.4688845,258,7.201712131500244
1768567772.613515,259,6.938784122467041
1768567772.757553,260,7.100071907043457
1768567775.144054,261,7.302611351013184
1768567775.2887638,262,7.209845542907715
1768567775.4332056,263,7.340914249420166
1768567775.5774853,264,7.116971969604492
1768567775.7235644,265,7.115497589111328
1768567775.8676116,266,7.019811630249023
1768567776.011968,267,7.171280384063721
1768567776.1557484,268,6.9183220863342285
1768567776.3003604,269,7.196591377258301
1768567776.444931,270,7.191521167755127
1768567778.828839,271,7.0903401374816895
1768567778.9732158,272,6.959008693695068
1768567779.1174793,273,7.245918273925781
1768567779.2618718,274,7.307880878448486
1768567779.4061584,275,6.817575931549072
1768567779.5507271,276,7.27724552154541
1768567779.694671,277,7.2587103843688965
1768567779.8409836,278,7.142050743103027
1768567779.9853814,279,7.099839210510254
1768567780.129711,280,7.1169114112854
1768567782.5118542,281,7.223498344421387
1768567782.6565595,282,6.939522743225098
1768567782.8002722,283,7.111760139465332
1768567782.9446716,284,6.905178070068359
1768567783.088556,285,6.925613880157471
1768567783.2331252,286,6.942143440246582
1768567783.377295,287,7.122968673706055
1768567783.521525,288,7.130066871643066
1768567783.6658268,289,7.249111175537109
1768567783.8098507,290,7.015893459320068
1768567786.185722,291,7.154468536376953
1768567786.3303125,292,7.083198547363281
1768567786.4747968,293,7.292600154876709
1768567786.618293,294,7.165128231048584
1768567786.7614293,295,7.252613544464111
1768567786.904527,296,6.997427940368652
