,step,value
0,101,13.838760375976562
1,102,12.074128150939941
2,103,10.815646171569824
3,104,9.777400970458984
4,105,8.955429077148438
5,106,8.108004570007324
6,107,8.246018409729004
7,108,7.986204147338867
8,109,7.619394302368164
9,110,7.765746116638184
10,111,8.043643951416016
11,112,7.798357963562012
12,113,7.582635402679443
13,114,7.884836196899414
14,115,7.890322685241699
15,116,7.531086444854736
16,117,7.666643142700195
17,118,7.752049446105957
18,119,7.7484917640686035
19,120,7.648623466491699
20,121,7.563559532165527
21,122,7.619126319885254
22,123,7.782342910766602
23,124,7.529077529907227
24,125,7.8159661293029785
25,126,7.439652919769287
26,127,7.679647445678711
27,128,7.540494441986084
28,129,7.710572242736816
29,130,7.414504528045654
30,131,7.778890609741211
31,132,7.593565940856934
32,133,7.614193916320801
33,134,7.840155124664307
34,135,7.620819091796875
35,136,7.7585978507995605
36,137,7.42666482925415
37,138,7.295754432678223
38,139,7.686286449432373
39,140,7.594555377960205
40,141,7.5087127685546875
41,142,7.401914119720459
42,143,7.424957275390625
43,144,7.281169891357422
44,145,7.702685356140137
45,146,7.340601921081543
46,147,7.4310688972473145
47,148,7.641850471496582
48,149,7.334598541259766
49,150,7.432217121124268
50,151,7.341281890869141
51,152,7.520744323730469
52,153,7.663630962371826
53,154,7.356653690338135
54,155,7.703742980957031
55,156,7.5020341873168945
56,157,7.259969234466553
57,158,7.455626964569092
58,159,7.498394012451172
59,160,7.497557640075684
60,161,7.430732250213623
61,162,7.585022926330566
62,163,7.325094223022461
63,164,7.349856853485107
64,165,7.336642265319824
65,166,7.425336837768555
66,167,7.639923572540283
67,168,7.522469997406006
68,169,7.338888645172119
69,170,7.380011558532715
70,171,7.46417760848999
71,172,7.608212947845459
72,173,7.316633224487305
73,174,7.343022346496582
74,175,7.338438034057617
75,176,7.483057975769043
76,177,7.302425384521484
77,178,7.713130474090576
78,179,7.642481803894043
79,180,7.51967191696167
80,181,7.34099006652832
81,182,7.2828803062438965
82,183,7.584262847900391
83,184,7.589113712310791
84,185,7.509329795837402
85,186,7.505928993225098
86,187,7.465984344482422
87,188,7.5620574951171875
88,189,7.167697906494141
89,190,7.3775177001953125
90,191,7.459738731384277
91,192,7.4214959144592285
92,193,7.512997150421143
93,194,7.307962894439697
94,195,7.438037872314453
95,196,7.335934162139893
96,197,7.514422416687012
97,198,7.365891456604004
98,199,7.505980014801025
99,200,7.348250865936279
