,step,value
0,101,13.077227592468262
1,102,10.942238807678223
2,103,9.394968032836914
3,104,8.465068817138672
4,105,8.009232521057129
5,106,7.574551105499268
6,107,8.129404067993164
7,108,7.899266719818115
8,109,7.555718898773193
9,110,7.7205095291137695
10,111,8.008747100830078
11,112,7.709410667419434
12,113,7.5075249671936035
13,114,7.81640625
14,115,7.870424747467041
15,116,7.4981160163879395
16,117,7.617957592010498
17,118,7.708929061889648
18,119,7.688971996307373
19,120,7.567492485046387
20,121,7.484570026397705
21,122,7.563833713531494
22,123,7.730232238769531
23,124,7.493713855743408
24,125,7.787713050842285
25,126,7.389529705047607
26,127,7.635446548461914
27,128,7.488137245178223
28,129,7.66829776763916
29,130,7.368191719055176
30,131,7.726639747619629
31,132,7.559189319610596
32,133,7.576523303985596
33,134,7.800480842590332
34,135,7.568525314331055
35,136,7.704836845397949
36,137,7.373775959014893
37,138,7.240841865539551
38,139,7.631072044372559
39,140,7.529903888702393
40,141,7.450615882873535
41,142,7.356030464172363
42,143,7.364774703979492
43,144,7.209619998931885
44,145,7.672288417816162
45,146,7.2782440185546875
46,147,7.365677833557129
47,148,7.574382781982422
48,149,7.294824123382568
49,150,7.368464946746826
50,151,7.280217170715332
51,152,7.464668273925781
52,153,7.6202521324157715
53,154,7.29257869720459
54,155,7.636913299560547
55,156,7.452730178833008
56,157,7.206654071807861
57,158,7.381786346435547
58,159,7.430028915405273
59,160,7.437236309051514
60,161,7.3573899269104
61,162,7.507924556732178
62,163,7.246403217315674
63,164,7.270444869995117
64,165,7.2557477951049805
65,166,7.34467887878418
66,167,7.5524091720581055
67,168,7.433827877044678
68,169,7.258318901062012
69,170,7.2869954109191895
70,171,7.364306449890137
71,172,7.504694938659668
72,173,7.22775936126709
73,174,7.237112998962402
74,175,7.247735977172852
75,176,7.379640579223633
76,177,7.185627460479736
77,178,7.622061252593994
78,179,7.556879043579102
79,180,7.426390171051025
80,181,7.242130279541016
81,182,7.162657737731934
82,183,7.476467609405518
83,184,7.478954315185547
84,185,7.406854152679443
85,186,7.400469779968262
86,187,7.372116565704346
87,188,7.447761535644531
88,189,7.075033187866211
89,190,7.2591047286987305
90,191,7.329724311828613
91,192,7.3057451248168945
92,193,7.401130676269531
93,194,7.190391540527344
94,195,7.325047016143799
95,196,7.233710289001465
96,197,7.397008419036865
97,198,7.259902000427246
98,199,7.403042793273926
99,200,7.214530944824219
