,step,value
0,1,10.837209701538086
1,2,10.216425895690918
2,3,8.812545776367188
3,4,8.650495529174805
4,5,9.425116539001465
5,6,9.276198387145996
6,7,9.540809631347656
7,8,8.904764175415039
8,9,8.709102630615234
9,10,8.18745231628418
10,11,8.177095413208008
11,12,8.587753295898438
12,13,8.461921691894531
13,14,8.182416915893555
14,15,8.862850189208984
15,16,8.243688583374023
16,17,9.02843952178955
17,18,8.507944107055664
18,19,8.310815811157227
19,20,8.421027183532715
20,21,8.216620445251465
21,22,8.487542152404785
22,23,8.042276382446289
23,24,8.468239784240723
24,25,8.178970336914062
25,26,8.353822708129883
26,27,8.145408630371094
27,28,8.285807609558105
28,29,8.131814002990723
29,30,8.282365798950195
30,31,8.183849334716797
31,32,8.279556274414062
32,33,8.110434532165527
33,34,7.960257530212402
34,35,7.966693878173828
35,36,8.370678901672363
36,37,8.027643203735352
37,38,8.258857727050781
38,39,8.068370819091797
39,40,7.958121299743652
40,41,7.95194673538208
41,42,8.029220581054688
42,43,7.9067888259887695
43,44,7.933218002319336
44,45,7.909061908721924
45,46,7.752451419830322
46,47,7.78326940536499
47,48,7.852904796600342
48,49,7.860565185546875
49,50,7.836707592010498
50,51,7.8231401443481445
51,52,7.880728244781494
52,53,7.932722091674805
53,54,7.959482192993164
54,55,7.949107646942139
55,56,7.798248291015625
56,57,7.960738182067871
57,58,7.927729606628418
58,59,7.9190778732299805
59,60,7.6954755783081055
60,61,7.892888069152832
61,62,7.863443374633789
62,63,7.957270622253418
63,64,7.843877792358398
64,65,7.6444172859191895
65,66,7.676260948181152
66,67,7.747547149658203
67,68,7.879870414733887
68,69,7.720922470092773
69,70,7.925159454345703
70,71,7.756854057312012
71,72,7.765749931335449
72,73,8.083563804626465
73,74,7.845210075378418
74,75,7.635231018066406
75,76,7.7252678871154785
76,77,7.682036399841309
77,78,7.6393537521362305
78,79,8.137446403503418
79,80,7.675898551940918
80,81,7.637083053588867
81,82,7.691432952880859
82,83,7.590597629547119
83,84,7.582125663757324
84,85,7.535521984100342
85,86,7.547754287719727
86,87,7.485979080200195
87,88,7.678904056549072
88,89,7.826551914215088
89,90,7.342833518981934
90,91,7.647916793823242
91,92,7.88424015045166
92,93,7.3943281173706055
93,94,7.679071426391602
94,95,7.642726898193359
95,96,7.512396335601807
96,97,7.645956039428711
97,98,7.3713250160217285
98,99,7.519090175628662
99,100,7.237100124359131
100,101,7.639159679412842
101,102,7.534608840942383
102,103,7.4538750648498535
103,104,7.56419563293457
104,105,7.481712341308594
105,106,7.117331504821777
106,107,7.673922538757324
107,108,7.4826860427856445
108,109,7.22209358215332
109,110,7.304623603820801
110,111,7.618539810180664
111,112,7.369215965270996
112,113,7.173593997955322
113,114,7.487523078918457
114,115,7.5193281173706055
115,116,7.156177520751953
116,117,7.307395935058594
117,118,7.3792829513549805
118,119,7.353861331939697
119,120,7.257142066955566
120,121,7.170320510864258
121,122,7.247235298156738
122,123,7.405010223388672
123,124,7.19278621673584
124,125,7.455467224121094
125,126,7.083388328552246
126,127,7.316751480102539
127,128,7.184195518493652
128,129,7.371157646179199
129,130,7.054222583770752
130,131,7.434770584106445
131,132,7.238653182983398
132,133,7.288840293884277
133,134,7.522328853607178
134,135,7.278441905975342
135,136,7.430087089538574
136,137,7.070744514465332
137,138,6.948392391204834
138,139,7.3659844398498535
139,140,7.250031471252441
140,141,7.196031093597412
141,142,7.064023971557617
142,143,7.081085205078125
143,144,6.925422668457031
144,145,7.37266731262207
145,146,6.987601280212402
146,147,7.06581974029541
147,148,7.337366580963135
148,149,7.00528621673584
149,150,7.09344482421875
150,151,7.022623538970947
151,152,7.165227890014648
152,153,7.353392601013184
153,154,7.024620056152344
154,155,7.370732307434082
155,156,7.1764421463012695
156,157,6.935727119445801
157,158,7.13427734375
158,159,7.197088241577148
159,160,7.16315221786499
160,161,7.0994110107421875
161,162,7.2444658279418945
162,163,7.002615928649902
163,164,7.02342414855957
164,165,7.02197265625
165,166,7.088850975036621
166,167,7.300662517547607
167,168,7.2112555503845215
168,169,7.026901721954346
169,170,7.0512542724609375
170,171,7.1158647537231445
171,172,7.257816314697266
172,173,7.003174781799316
173,174,6.978621482849121
174,175,7.016010284423828
175,176,7.168944835662842
176,177,6.970999240875244
177,178,7.393009185791016
178,179,7.331788539886475
179,180,7.230353355407715
180,181,7.0273237228393555
181,182,6.940891265869141
182,183,7.275790691375732
183,184,7.2645392417907715
184,185,7.207823753356934
185,186,7.223498821258545
186,187,7.161778450012207
187,188,7.269317626953125
188,189,6.8841142654418945
189,190,7.061790466308594
190,191,7.13668155670166
191,192,7.112805366516113
192,193,7.226451873779297
193,194,6.98480749130249
194,195,7.1284661293029785
195,196,7.042092323303223
196,197,7.218094825744629
197,198,7.090434551239014
198,199,7.224996566772461
199,200,7.013744831085205
