,step,value
0,101,13.830817222595215
1,102,12.041282653808594
2,103,10.715784072875977
3,104,9.623079299926758
4,105,8.707235336303711
5,106,7.876386642456055
6,107,8.2020902633667
7,108,7.984371662139893
8,109,7.602548599243164
9,110,7.78083610534668
10,111,8.061576843261719
11,112,7.803461074829102
12,113,7.552059650421143
13,114,7.879388332366943
14,115,7.907815456390381
15,116,7.5299882888793945
16,117,7.687983989715576
17,118,7.7544331550598145
18,119,7.741026878356934
19,120,7.621001243591309
20,121,7.51727294921875
21,122,7.5997114181518555
22,123,7.75934362411499
23,124,7.519365310668945
24,125,7.804617881774902
25,126,7.426218509674072
26,127,7.654465675354004
27,128,7.507771015167236
28,129,7.703985691070557
29,130,7.3845133781433105
30,131,7.747434616088867
31,132,7.571044921875
32,133,7.592443466186523
33,134,7.81437873840332
34,135,7.586575984954834
35,136,7.726485252380371
36,137,7.3911051750183105
37,138,7.264947891235352
38,139,7.648709774017334
39,140,7.54620361328125
40,141,7.475722789764404
41,142,7.369472503662109
42,143,7.386885166168213
43,144,7.239105224609375
44,145,7.683788299560547
45,146,7.294516563415527
46,147,7.394974708557129
47,148,7.605564117431641
48,149,7.303069591522217
49,150,7.392754554748535
50,151,7.3028130531311035
51,152,7.483126163482666
52,153,7.636570453643799
53,154,7.313376426696777
54,155,7.669661045074463
55,156,7.4659504890441895
56,157,7.224123954772949
57,158,7.4179768562316895
58,159,7.459688186645508
59,160,7.447699069976807
60,161,7.379739284515381
61,162,7.546403408050537
62,163,7.266397953033447
63,164,7.297821998596191
64,165,7.285099029541016
65,166,7.383199691772461
66,167,7.583100318908691
67,168,7.471470832824707
68,169,7.291740417480469
69,170,7.327796936035156
70,171,7.407614231109619
71,172,7.565849304199219
72,173,7.267770767211914
73,174,7.281975746154785
74,175,7.2864155769348145
75,176,7.424370765686035
76,177,7.227829933166504
77,178,7.662192344665527
78,179,7.591327667236328
79,180,7.457980155944824
80,181,7.284076690673828
81,182,7.209747314453125
82,183,7.520111560821533
83,184,7.521648406982422
84,185,7.457473278045654
85,186,7.445535659790039
86,187,7.409984111785889
87,188,7.490536689758301
88,189,7.119634628295898
89,190,7.301486015319824
90,191,7.392918109893799
91,192,7.362181186676025
92,193,7.450221061706543
93,194,7.238656997680664
94,195,7.373161315917969
95,196,7.2794952392578125
96,197,7.447663307189941
97,198,7.30147647857666
98,199,7.43589448928833
99,200,7.275204658508301
