,step,value
0,1,10.842002868652344
1,2,10.14666748046875
2,3,8.798944473266602
3,4,8.70523452758789
4,5,9.18273639678955
5,6,13.537017822265625
6,7,9.889324188232422
7,8,9.72036075592041
8,9,9.583515167236328
9,10,8.802654266357422
10,11,8.601949691772461
11,12,8.799482345581055
12,13,8.58182144165039
13,14,8.193864822387695
14,15,8.78094482421875
15,16,8.188543319702148
16,17,8.897336959838867
17,18,8.511672019958496
18,19,8.38264274597168
19,20,8.458492279052734
20,21,8.242742538452148
21,22,8.557744979858398
22,23,8.025459289550781
23,24,8.489880561828613
24,25,8.193737030029297
25,26,8.37088680267334
26,27,8.1520357131958
27,28,8.275842666625977
28,29,8.116097450256348
29,30,8.282577514648438
30,31,8.218328475952148
31,32,8.314435958862305
32,33,8.152356147766113
33,34,8.000019073486328
34,35,8.025464057922363
35,36,8.44713020324707
36,37,8.1069974899292
37,38,8.342470169067383
38,39,8.152379989624023
39,40,8.024137496948242
40,41,8.04865550994873
41,42,8.119529724121094
42,43,7.966457366943359
43,44,8.002432823181152
44,45,7.982308387756348
45,46,7.848485946655273
46,47,7.854207992553711
47,48,7.920696258544922
48,49,7.942813873291016
49,50,7.9050469398498535
50,51,7.891824722290039
51,52,7.9554595947265625
52,53,8.01511001586914
53,54,8.027493476867676
54,55,8.00410270690918
55,56,7.866574764251709
56,57,8.014907836914062
57,58,8.000944137573242
58,59,7.9781293869018555
59,60,7.76463508605957
60,61,7.94283390045166
61,62,7.936676025390625
62,63,8.024303436279297
63,64,7.924196243286133
64,65,7.716220855712891
65,66,7.74901819229126
66,67,7.8051910400390625
67,68,7.951984882354736
68,69,7.776360511779785
69,70,8.004659652709961
70,71,7.832828044891357
71,72,7.853722095489502
72,73,8.113433837890625
73,74,7.912496566772461
74,75,7.7174763679504395
75,76,7.8115739822387695
76,77,7.778641223907471
77,78,7.736466884613037
78,79,8.195677757263184
79,80,7.795109748840332
80,81,7.753202438354492
81,82,7.783178806304932
82,83,7.708070755004883
83,84,7.705781936645508
84,85,7.659168243408203
85,86,7.702025890350342
86,87,7.6350860595703125
87,88,7.825159549713135
88,89,7.963718891143799
89,90,7.527385711669922
90,91,7.788678169250488
91,92,8.0890531539917
92,93,7.573385238647461
93,94,7.8576979637146
94,95,7.822582244873047
95,96,7.728121280670166
96,97,7.836893081665039
97,98,7.572771072387695
98,99,7.723689079284668
99,100,7.499026775360107
100,101,7.856916427612305
101,102,7.7254462242126465
102,103,7.680031776428223
103,104,7.822023868560791
104,105,7.7181620597839355
105,106,7.414194583892822
106,107,7.880422592163086
107,108,7.709897041320801
108,109,7.455181121826172
109,110,7.589850425720215
110,111,7.8662004470825195
111,112,7.626257419586182
112,113,7.454629898071289
113,114,7.739833831787109
114,115,7.76664400100708
115,116,7.445889472961426
116,117,7.585938930511475
117,118,7.645810127258301
118,119,7.635641098022461
119,120,7.54302978515625
120,121,7.472743034362793
121,122,7.5403151512146
122,123,7.688864231109619
123,124,7.475710868835449
124,125,7.740906238555908
125,126,7.389763832092285
126,127,7.624781131744385
127,128,7.460095405578613
128,129,7.65601921081543
129,130,7.373417854309082
130,131,7.719335556030273
131,132,7.511735916137695
132,133,7.566931247711182
133,134,7.79987907409668
134,135,7.572927474975586
135,136,7.685962677001953
136,137,7.382699966430664
137,138,7.257214546203613
138,139,7.621026992797852
139,140,7.541943550109863
140,141,7.461104393005371
141,142,7.3462066650390625
142,143,7.3755340576171875
143,144,7.214958190917969
144,145,7.642823696136475
145,146,7.28159236907959
146,147,7.36594295501709
147,148,7.570967674255371
148,149,7.269268989562988
149,150,7.350180625915527
150,151,7.256718158721924
151,152,7.438696384429932
152,153,7.596424102783203
153,154,7.294806480407715
154,155,7.606462478637695
155,156,7.426866054534912
156,157,7.202862739562988
157,158,7.385203838348389
158,159,7.412808895111084
159,160,7.391801357269287
160,161,7.3351593017578125
161,162,7.494360446929932
162,163,7.224027633666992
163,164,7.263391494750977
164,165,7.246792793273926
165,166,7.3199849128723145
166,167,7.51594352722168
167,168,7.404609680175781
168,169,7.251073837280273
169,170,7.273772239685059
170,171,7.342753887176514
171,172,7.4874348640441895
172,173,7.215295791625977
173,174,7.216522216796875
174,175,7.244253158569336
175,176,7.362116813659668
176,177,7.186496257781982
177,178,7.608791351318359
178,179,7.541862487792969
179,180,7.412445545196533
180,181,7.223568916320801
181,182,7.155566215515137
182,183,7.479130268096924
183,184,7.4585747718811035
184,185,7.390076160430908
185,186,7.419164180755615
186,187,7.353729248046875
187,188,7.447969436645508
188,189,7.053027153015137
189,190,7.251235008239746
190,191,7.3312811851501465
191,192,7.310303211212158
192,193,7.406891345977783
193,194,7.182023048400879
194,195,7.314105987548828
195,196,7.230382442474365
196,197,7.40752649307251
197,198,7.245975017547607
198,199,7.387941837310791
199,200,7.203791618347168
