,step,value
0,101,7.823639869689941
1,102,7.6921467781066895
2,103,7.615190505981445
3,104,7.756420612335205
4,105,7.664340972900391
5,106,7.342283248901367
6,107,7.8257856369018555
7,108,7.660966396331787
8,109,7.390346527099609
9,110,7.50980806350708
10,111,7.8143720626831055
11,112,7.5492963790893555
12,113,7.374883651733398
13,114,7.664133071899414
14,115,7.712124347686768
15,116,7.368197441101074
16,117,7.513345718383789
17,118,7.597799301147461
18,119,7.580752372741699
19,120,7.473755836486816
20,121,7.405573844909668
21,122,7.474029541015625
22,123,7.649395942687988
23,124,7.410121917724609
24,125,7.697005271911621
25,126,7.316592216491699
26,127,7.567836761474609
27,128,7.40116548538208
28,129,7.596349716186523
29,130,7.297788619995117
30,131,7.669029712677002
31,132,7.4750213623046875
32,133,7.532567977905273
33,134,7.767918109893799
34,135,7.526507377624512
35,136,7.652064800262451
36,137,7.322800636291504
37,138,7.192718505859375
38,139,7.5810370445251465
39,140,7.504319190979004
40,141,7.415538787841797
41,142,7.297552108764648
42,143,7.32022762298584
43,144,7.181295871734619
44,145,7.620433807373047
45,146,7.23247766494751
46,147,7.32628870010376
47,148,7.553095817565918
48,149,7.247738838195801
49,150,7.3231072425842285
50,151,7.237938404083252
51,152,7.410526275634766
52,153,7.583161354064941
53,154,7.254703044891357
54,155,7.6150383949279785
55,156,7.429030418395996
56,157,7.168265342712402
57,158,7.369541168212891
58,159,7.3961381912231445
59,160,7.3960466384887695
60,161,7.325925827026367
61,162,7.4982428550720215
62,163,7.219711780548096
63,164,7.248271465301514
64,165,7.234407424926758
65,166,7.323073387145996
66,167,7.527942657470703
67,168,7.411436557769775
68,169,7.241665840148926
69,170,7.270669460296631
70,171,7.355578422546387
71,172,7.488226890563965
72,173,7.209512710571289
73,174,7.214495658874512
74,175,7.235365867614746
75,176,7.382109642028809
76,177,7.198425769805908
77,178,7.618922710418701
78,179,7.553895950317383
79,180,7.432352066040039
80,181,7.227818489074707
81,182,7.17702579498291
82,183,7.485852241516113
83,184,7.474703311920166
84,185,7.41756010055542
85,186,7.41499662399292
86,187,7.372073173522949
87,188,7.462292194366455
88,189,7.063763618469238
89,190,7.2609758377075195
90,191,7.352692604064941
91,192,7.319935321807861
92,193,7.41048526763916
93,194,7.199918746948242
94,195,7.325348854064941
95,196,7.234450817108154
96,197,7.400798320770264
97,198,7.261663913726807
98,199,7.414630889892578
99,200,7.21675968170166
