,step,value
0,101,13.75515365600586
1,102,11.816397666931152
2,103,10.469894409179688
3,104,9.41165542602539
4,105,8.663570404052734
5,106,7.970993518829346
6,107,8.355902671813965
7,108,8.128670692443848
8,109,7.689016342163086
9,110,7.814043998718262
10,111,8.086483001708984
11,112,7.82926082611084
12,113,7.593143463134766
13,114,7.850091934204102
14,115,7.883003234863281
15,116,7.50326681137085
16,117,7.640122413635254
17,118,7.723988056182861
18,119,7.695582389831543
19,120,7.579216480255127
20,121,7.500662326812744
21,122,7.572810173034668
22,123,7.726313591003418
23,124,7.482728958129883
24,125,7.775698661804199
25,126,7.384604454040527
26,127,7.632554054260254
27,128,7.479781150817871
28,129,7.686886787414551
29,130,7.367767333984375
30,131,7.738944053649902
31,132,7.5528106689453125
32,133,7.584251403808594
33,134,7.799186706542969
34,135,7.5740461349487305
35,136,7.7103376388549805
36,137,7.3787336349487305
37,138,7.260373115539551
38,139,7.645658016204834
39,140,7.562669277191162
40,141,7.481723308563232
41,142,7.380631446838379
42,143,7.386664390563965
43,144,7.2333478927612305
44,145,7.657972812652588
45,146,7.310196876525879
46,147,7.399157524108887
47,148,7.592848300933838
48,149,7.3045549392700195
49,150,7.398205757141113
50,151,7.301666259765625
51,152,7.4878950119018555
52,153,7.6217522621154785
53,154,7.3250651359558105
54,155,7.664658546447754
55,156,7.470612049102783
56,157,7.223873615264893
57,158,7.408054351806641
58,159,7.460084438323975
59,160,7.454163551330566
60,161,7.406345367431641
61,162,7.55735969543457
62,163,7.293745994567871
63,164,7.323976993560791
64,165,7.293249130249023
65,166,7.401483535766602
66,167,7.5897216796875
67,168,7.48454475402832
68,169,7.309301376342773
69,170,7.3300604820251465
70,171,7.425551414489746
71,172,7.560763835906982
72,173,7.288896560668945
73,174,7.309213161468506
74,175,7.310001373291016
75,176,7.450023174285889
76,177,7.259730339050293
77,178,7.668191909790039
78,179,7.609792709350586
79,180,7.47847318649292
80,181,7.298488616943359
81,182,7.233610153198242
82,183,7.523456573486328
83,184,7.5541300773620605
84,185,7.4719696044921875
85,186,7.474570274353027
86,187,7.4305548667907715
87,188,7.508902549743652
88,189,7.135352611541748
89,190,7.3227386474609375
90,191,7.404504776000977
91,192,7.370441436767578
92,193,7.464205741882324
93,194,7.268488883972168
94,195,7.398110389709473
95,196,7.299760818481445
96,197,7.474087715148926
97,198,7.329772472381592
98,199,7.47028923034668
99,200,7.301939487457275
