wall_time,step,value
1768569372.5255451,1,10.833501815795898
1768569372.6090772,2,10.19247055053711
1768569372.6930292,3,8.800314903259277
1768569372.7760928,4,8.659093856811523
1768569372.8587606,5,9.281063079833984
1768569372.9414215,6,9.360200881958008
1768569373.024588,7,9.621204376220703
1768569373.1071143,8,9.004814147949219
1768569373.1900215,9,9.856459617614746
1768569373.2723954,10,8.543195724487305
1768569374.4928463,11,8.375285148620605
1768569374.5755093,12,8.471295356750488
1768569374.6581516,13,8.263166427612305
1768569374.740272,14,8.069074630737305
1768569374.8227205,15,8.886674880981445
1768569374.9048364,16,8.30801773071289
1768569374.9873848,17,9.184435844421387
1768569375.069376,18,8.656501770019531
1768569375.1517959,19,8.460212707519531
1768569375.233986,20,8.571535110473633
1768569376.431522,21,8.332826614379883
1768569376.5137672,22,8.616097450256348
1768569376.597146,23,8.051294326782227
1768569376.6798482,24,8.558793067932129
1768569376.7620902,25,8.224699974060059
1768569376.8461242,26,8.367559432983398
1768569376.9287822,27,8.146096229553223
1768569377.0108337,28,8.233121871948242
1768569377.09297,29,8.079434394836426
1768569377.1747913,30,8.219139099121094
1768569378.3758361,31,8.144800186157227
1768569378.4579213,32,8.259449005126953
1768569378.5404887,33,8.091638565063477
1768569378.6225584,34,7.967022895812988
1768569378.7048135,35,8.013519287109375
1768569378.786814,36,8.39790153503418
1768569378.869073,37,8.094161987304688
1768569378.951137,38,8.298545837402344
1768569379.0333376,39,8.121517181396484
1768569379.1154082,40,8.007925033569336
1768569380.319075,41,8.008304595947266
1768569380.4013336,42,8.081634521484375
1768569380.4836986,43,7.957668304443359
1768569380.565551,44,8.007499694824219
1768569380.6478603,45,7.967594146728516
1768569380.7298367,46,7.842437744140625
1768569380.8121994,47,7.8753662109375
1768569380.8942733,48,7.918205261230469
1768569380.9766285,49,7.937337398529053
1768569381.0586934,50,7.901791572570801
1768569382.2603595,51,7.876039505004883
1768569382.3423135,52,7.9438066482543945
1768569382.424948,53,7.9931793212890625
1768569382.5076005,54,8.037353515625
1768569382.5902042,55,8.004796981811523
1768569382.6734438,56,7.868697166442871
1768569382.7557209,57,8.023883819580078
1768569382.8379767,58,7.9743428230285645
1768569382.9201767,59,7.970541000366211
1768569383.0028493,60,7.7559967041015625
1768569384.2068384,61,7.941256046295166
1768569384.2888706,62,7.91989803314209
1768569384.3712375,63,8.005282402038574
1768569384.4544144,64,7.90852165222168
1768569384.5400262,65,7.707070827484131
1768569384.6229103,66,7.731602191925049
1768569384.705343,67,7.790925025939941
1768569384.7875812,68,7.937473773956299
1768569384.8698847,69,7.763557434082031
1768569384.9522982,70,7.977734088897705
1768569386.1579764,71,7.820435523986816
1768569386.2405043,72,7.819093704223633
1768569386.3230224,73,8.124116897583008
1768569386.4050176,74,7.904469013214111
1768569386.487356,75,7.702136993408203
1768569386.5697994,76,7.782650947570801
1768569386.6519616,77,7.757735729217529
1768569386.733705,78,7.705998420715332
1768569386.816431,79,8.179308891296387
1768569386.898448,80,7.750086307525635
1768569388.1082883,81,7.722299098968506
1768569388.1901815,82,7.758177757263184
1768569388.272214,83,7.678008556365967
1768569388.353926,84,7.676294326782227
1768569388.4376676,85,7.623481750488281
1768569388.5216138,86,7.67179012298584
1768569388.6064348,87,7.597159385681152
1768569388.688624,88,7.7921271324157715
1768569388.7709353,89,7.938094139099121
1768569388.8528664,90,7.489357948303223
1768569390.0571222,91,7.75937032699585
1768569390.1391547,92,8.051283836364746
1768569390.2221193,93,7.536187648773193
1768569390.3039622,94,7.8192458152771
1768569390.3864436,95,7.784299850463867
1768569390.4689915,96,7.688488960266113
1768569390.551454,97,7.80031681060791
1768569390.6339114,98,7.5342817306518555
1768569390.7160416,99,7.688485622406006
1768569390.7979312,100,7.434803009033203
1768569392.0025132,101,7.821905136108398
1768569392.0844078,102,7.6971588134765625
1768569392.166468,103,7.638683319091797
1768569392.248813,104,7.760134220123291
1768569392.3309793,105,7.685688018798828
1768569392.412777,106,7.357547760009766
1768569392.4946904,107,7.855835914611816
1768569392.576658,108,7.679331302642822
1768569392.659049,109,7.409698486328125
1768569392.7411656,110,7.531676292419434
1768569393.9415927,111,7.832759857177734
1768569394.0238807,112,7.576104640960693
1768569394.1061287,113,7.394166946411133
1768569394.187989,114,7.686712265014648
1768569394.2700737,115,7.726997375488281
1768569394.352097,116,7.384769916534424
1768569394.435389,117,7.52866268157959
1768569394.5171168,118,7.597352027893066
1768569394.5993247,119,7.582081317901611
1768569394.6812584,120,7.48210334777832
1768569395.8771122,121,7.429895401000977
1768569395.9594092,122,7.473963737487793
1768569396.0415192,123,7.647011756896973
1768569396.1233613,124,7.418671131134033
1768569396.205604,125,7.702868461608887
1768569396.2873514,126,7.322528839111328
1768569396.3694618,127,7.56087064743042
1768569396.451388,128,7.410450458526611
1768569396.533188,129,7.614414215087891
1768569396.6154575,130,7.309667587280273
1768569397.8144546,131,7.6720733642578125
1768569397.8964999,132,7.478436470031738
1768569397.9787076,133,7.532506942749023
1768569398.0606833,134,7.762479782104492
1768569398.142645,135,7.527772426605225
1768569398.224316,136,7.649905681610107
1768569398.3063161,137,7.333708763122559
1768569398.3882747,138,7.215105056762695
1768569398.4700155,139,7.587790489196777
1768569398.5520835,140,7.519652366638184
1768569399.749781,141,7.4200334548950195
1768569399.8317022,142,7.310694217681885
1768569399.9136527,143,7.334427356719971
1768569399.9955406,144,7.1860504150390625
1768569400.0782716,145,7.614295959472656
1768569400.160681,146,7.250238418579102
1768569400.2429123,147,7.328756809234619
1768569400.324593,148,7.549062252044678
1768569400.4065979,149,7.258624076843262
1768569400.4884446,150,7.329197883605957
1768569401.6852384,151,7.242546558380127
1768569401.767393,152,7.4210710525512695
1768569401.8495991,153,7.585976600646973
1768569401.931535,154,7.267858982086182
1768569402.0136387,155,7.605792999267578
1768569402.095587,156,7.419875621795654
1768569402.1779125,157,7.186668872833252
1768569402.2598336,158,7.378212928771973
1768569402.341713,159,7.406064987182617
1768569402.4237413,160,7.392364501953125
1768569403.620903,161,7.338432788848877
1768569403.7029445,162,7.516580581665039
1768569403.7850504,163,7.2270097732543945
1768569403.8668997,164,7.264275550842285
1768569403.9487946,165,7.244068145751953
1768569404.0307193,166,7.338414669036865
1768569404.1125755,167,7.5220746994018555
1768569404.194466,168,7.417322635650635
1768569404.2764704,169,7.247564315795898
1768569404.3582256,170,7.272782325744629
1768569405.5543056,171,7.350040912628174
1768569405.6360464,172,7.502165794372559
1768569405.718118,173,7.222717761993408
1768569405.7998133,174,7.211781024932861
1768569405.8817472,175,7.245366096496582
1768569405.9634597,176,7.384558200836182
1768569406.0454438,177,7.190793991088867
